n	t       V1      V2
0	-1.241e-05	-0.44	0.0
1	-1.24e-05	-0.44	0.0
2	-1.239e-05	-0.44	0.0
3	-1.238e-05	-0.44	0.0
4	-1.237e-05	-0.44	0.0
5	-1.236e-05	-0.44	0.0
6	-1.235e-05	-0.44	-0.008
7	-1.234e-05	-0.44	0.0
8	-1.233e-05	-0.44	0.0
9	-1.2319999999999999e-05	-0.44	0.0
10	-1.2309999999999999e-05	-0.44	0.0
11	-1.2299999999999999e-05	-0.44	0.0
12	-1.229e-05	-0.44	-0.008
13	-1.228e-05	-0.44	0.0
14	-1.227e-05	-0.44	0.0
15	-1.226e-05	-0.44	0.0
16	-1.225e-05	-0.44	0.0
17	-1.224e-05	-0.44	0.0
18	-1.223e-05	-0.44	0.0
19	-1.222e-05	-0.44	0.0
20	-1.221e-05	-0.44	-0.008
21	-1.22e-05	-0.44	0.0
22	-1.219e-05	-0.44	-0.008
23	-1.218e-05	-0.44	-0.008
24	-1.217e-05	-0.44	0.0
25	-1.216e-05	-0.44	-0.008
26	-1.215e-05	-0.44	-0.008
27	-1.2139999999999999e-05	-0.44	-0.008
28	-1.2129999999999999e-05	-0.44	-0.008
29	-1.212e-05	-0.44	-0.008
30	-1.211e-05	-0.44	-0.008
31	-1.21e-05	-0.44	-0.008
32	-1.209e-05	-0.44	-0.008
33	-1.208e-05	-0.44	-0.008
34	-1.207e-05	-0.44	0.0
35	-1.206e-05	-0.44	-0.008
36	-1.205e-05	-0.44	-0.008
37	-1.204e-05	-0.44	-0.008
38	-1.203e-05	-0.44	-0.008
39	-1.202e-05	-0.44	-0.008
40	-1.201e-05	-0.44	-0.008
41	-1.2e-05	-0.44	-0.008
42	-1.199e-05	-0.44	-0.008
43	-1.198e-05	-0.44	-0.008
44	-1.1969999999999999e-05	-0.44	-0.008
45	-1.1959999999999999e-05	-0.44	-0.008
46	-1.1949999999999999e-05	-0.44	-0.008
47	-1.194e-05	-0.432	-0.008
48	-1.193e-05	-0.44	-0.008
49	-1.192e-05	-0.44	-0.008
50	-1.191e-05	-0.44	-0.008
51	-1.19e-05	-0.44	-0.008
52	-1.189e-05	-0.44	-0.008
53	-1.188e-05	-0.44	-0.008
54	-1.187e-05	-0.44	-0.008
55	-1.186e-05	-0.44	-0.008
56	-1.185e-05	-0.44	-0.008
57	-1.184e-05	-0.44	-0.008
58	-1.183e-05	-0.44	-0.008
59	-1.182e-05	-0.432	-0.008
60	-1.181e-05	-0.44	-0.008
61	-1.18e-05	-0.44	-0.008
62	-1.179e-05	-0.44	-0.008
63	-1.1779999999999999e-05	-0.44	-0.008
64	-1.1769999999999999e-05	-0.44	-0.008
65	-1.176e-05	-0.44	-0.008
66	-1.175e-05	-0.44	-0.008
67	-1.174e-05	-0.44	-0.008
68	-1.173e-05	-0.44	-0.008
69	-1.172e-05	-0.44	-0.008
70	-1.171e-05	-0.44	-0.008
71	-1.17e-05	-0.44	-0.008
72	-1.169e-05	-0.44	-0.008
73	-1.168e-05	-0.44	-0.008
74	-1.167e-05	-0.432	-0.008
75	-1.166e-05	-0.44	-0.008
76	-1.165e-05	-0.44	-0.016
77	-1.164e-05	-0.44	-0.008
78	-1.163e-05	-0.44	-0.008
79	-1.162e-05	-0.44	-0.008
80	-1.1609999999999999e-05	-0.44	-0.008
81	-1.1599999999999999e-05	-0.44	-0.008
82	-1.1589999999999999e-05	-0.44	-0.008
83	-1.158e-05	-0.44	-0.008
84	-1.157e-05	-0.44	-0.016
85	-1.156e-05	-0.44	-0.008
86	-1.155e-05	-0.44	-0.008
87	-1.154e-05	-0.44	-0.016
88	-1.153e-05	-0.44	-0.008
89	-1.152e-05	-0.44	-0.016
90	-1.151e-05	-0.44	-0.016
91	-1.15e-05	-0.44	-0.016
92	-1.149e-05	-0.44	-0.016
93	-1.148e-05	-0.44	-0.008
94	-1.147e-05	-0.44	-0.016
95	-1.146e-05	-0.44	-0.008
96	-1.145e-05	-0.44	-0.016
97	-1.1439999999999999e-05	-0.44	-0.016
98	-1.143e-05	-0.44	-0.016
99	-1.1419999999999999e-05	-0.44	-0.016
100	-1.141e-05	-0.44	-0.016
101	-1.14e-05	-0.44	-0.016
102	-1.139e-05	-0.44	-0.016
103	-1.138e-05	-0.44	-0.016
