x       y       ex      ey
0       3.5     0.1     0.1
2       3.6     0.1     0.1
4       3.6     0.1     0.1
6       3.6     0.1     0.1
8       3.5     0.1     0.1
10      3.4     0.1     0.1
12      3.4     0.1     0.1
14      3.4     0.1     0.1
16      3.5     0.1     0.1
18      3.5     0.1     0.1
20      3.5     0.1     0.1
22      3.4     0.1     0.1
24      3.0     0.1     0.1
