x       y       ex      ey
0       7.2     0.1     0.1
2       7.3     0.1     0.1
4       7.1     0.1     0.1
6       6.9     0.1     0.1
8       6.8     0.1     0.1
10      6.6     0.1     0.1
12      6.6     0.1     0.1
14      6.6     0.1     0.1
16      6.7     0.1     0.1
18      6.9     0.1     0.1
20      7.0     0.1     0.1
22      7.0     0.1     0.1
24      7.0     0.1     0.1
