x       y       ex      ey
0       13.0    0.1     0.1
2       12.8    0.1     0.1
4       12.7    0.1     0.1
6       12.7    0.1     0.1
8       13.0    0.1     0.1
10      13.2    0.1     0.1
12      13.3    0.1     0.1
14      13.2    0.1     0.1
16      13.0    0.1     0.1
18      12.8    0.1     0.1
20      12.8    0.1     0.1
22      12.8    0.1     0.1
24      13.0    0.1     0.1
