x       y       ex      ey
0       1.2     0.1     0.1
2       1.3     0.1     0.1
4       1.3     0.1     0.1
6       1.3     0.1     0.1
8       1.2     0.1     0.1
10      1.2     0.1     0.1
12      1.2     0.1     0.1
14      1.3     0.1     0.1
16      1.3     0.1     0.1
18      1.4     0.1     0.1
20      1.4     0.1     0.1
22      1.3     0.1     0.1
24      1.0     0.1     0.1
