x       y       ex      ey
0       1.3     0.1     0.1
3       1.4     0.1     0.1
6       1.0     0.1     0.1
9       0.8     0.1     0.1
12      0.4     0.1     0.1
15      0.2     0.1     0.1
18      0.4     0.1     0.1
21      0.8     0.1     0.1
24      1.0     0.1     0.1
